,page,part,speaker,speech,year
1753,1106,17,Mr. DORNAN  of California.," Mr.  Speaker, will  the gentleman yield to  the right here? We might create a  little excitement before we lose the au dience.  ",1988
1754,1106,17,Mr. FRANK.," I am glad to yield, Mr.  Speaker, although I would hope the  gentleman would be aware that under  the  rules of  the House we  are, of  course,  to address  the Chair. While  the gentleman might have some con cern with people outside, that is not  under the rules and I would not want  to yield to facilitate a violation of the  rules, but I am glad to yield to the  gentleman within the rules.  ",1988
1755,1106,17,Mr. DORNAN of California.," Well,  Mr. Speaker, I thank the gentleman.  I was within  the  rules  thinking  about our audience, the distinguished  gentleman who is in the chair. I was  just imagining that he might nod off  if we did not get a little excitement, a  little give and take.  ",1988
1756,1106,17,Mr. FRANK., We would not lose the  gentleman from Iowa. He is a man of  great diligence. We would never lose  him.  ,1988
1757,1106,17,Mr. DORNAN  of California.," He  seems a little more alert right now at  the thought of a little give and take  here.  We have two or three special orders  and we are probably going to take the  whole hour tonight. I would hope the  two gentlemen might consider staying  with us to give a little take to ours, so  that we would not lose the Chair's at tention.  ",1988
1758,1106,17,Mr. FRANK.," I would have to say to  the gentleman that I think under the  eighth amendment, I am not required  to do that.  ",1988
1759,1106,17,Mr. DORNAN of California.," Well,  that is true.  I wonder if the gentleman, as a gen tleman of the left, as I am a gentle man of  the  right and as we both  accept those descriptions, all three of  us, when we appear, for example, on  the CNN ""Crossfire Show"" and they  say,  ""On  the  left,  Congressman  BARNEY  FRANK  from Massachusetts.  On  the  right,  Congressman  Bos  DORNAN from California. On the left  Mr. THEODORE WEISS of New York.""  They use those terms, left and right.  So I admit that I am a man of the  right.  Now, would the gentleman say, as I  am willing  to  concede,  that most  people on the gentleman's side of the  aisle are liberals and most of them are  very proud to be liberals and use that  term. Would the gentleman not say  that a majority on this side of the  aisle on the right are conservative?  ",1988
1760,1106,17,Mr. FRANK.," The gentleman, as I  understand, has taken up his time to  ... - ..  ",1988
1761,1119,17,Mr. DORNAN of California.," I want  to ask the gentleman a question on  the rules of  the House, because al though we  came  together as  class mates in 1976, along with Congress man DAN QUAYLE who went on to the  Senate 4 years later, I had a break in  service, so at a minimum the gentle man has 2 more years parliamentary  experience than I do, so let me ask the  gentleman a question.  Before  they  jump up emotionally  and scream, ""McCarthyism,"" as Mr.  Dukakis did himself down in Texas on  the college campus where the distin guished 40-year Member from Texas,  Sam Rayburn, matriculated,  before  they  scream,  ""McCarthyism""  they  have got a new little cutie. They say,  ""Don't question my patriotism.""  Every time I get up now, I want to  start off with a little prolog and say,  ""I'm not questioning anybody's patri otism. I just think you are stupid and  naive.""  Now, are we allowed  to say under  the rules of the House that a public  servant, like the Governor of Massa chusetts, is a stealth candidate, that  he runs a campaign of deception be cause he no longer will admit that he  is a dues paying member and carries a  card that says ACLU on it, ""Mr. Duka kis, member in good standing."" Is that  fair ball?  ",1988
1762,1119,17,Mr. WALKER.," I would say to the  gentleman that to discuss Mr. Duka kis' policies, you cannot take Mr. Du kakis and hold him up to ridicule, nor  can you question his personal charac ter or integrity under the rules of the  House. As a Presidential candidate, he  may not be subjected to that kind of  discussion, but you certainly can ques tion his policies on the House floor.  ",1988
1763,1119,17,Mr. DORNAN of California.,"  Just  one comment. I am glad we discussed  that, because I have before me the pic ture of Governor Dukakis in that tank  up at the Chrysler plant, in that M-1  tank, and I am going  to weigh my  words very carefully as I discuss this  picture and why this happened.  ",1988
1764,1119,17,Mr. WALKER.," Mr. Speaker, if the  gentleman will yield,  the gentleman  cannot show that picture of him in the  helmet and so on and hold him up to  ridicule as a result of that. That would  be against the rules of the House for  the gentleman to do that.  ",1988
1765,1119,17,Mr. DORNAN of California.,"  I am  glad the gentleman pointed that out,  because I will weigh my words careful ly when I discuss this picture and dis cuss it factually, trying to avoid at all  costs any hint of ridicule.  ",1988
1766,1119,17,Mr. KONNYU.," Mr. Speaker, will the  gentleman yield?  ",1988
1767,1119,17,Mr. DORNAN of California., I yield  to the gentleman from California.  ,1988
1768,1119,17,Mr. KONNYU.," Mr. Speaker, I thank  the gentleman for yielding to me.  The clear purpose this evening, aside  from discussing obviously what tran spired before us, was  to discuss  the  Speaker's statement with respect  to  the CIA and Central America. So for  the purpose of debate I have prepared  some  information I  think which ap plies to that point, so that the gentle man and I and the rest of the Mem bers in this Chamber can understand  and recall precisely what this issue is  all about, because what the Speaker  really is talking about in effect is the  effect his words had and has and will  have on the Arias Peace Treaty of Es quipulas-my Hungarian  sometimes  gets in the way.  ",1988
1769,1119,17,Mr. DORNAN of California., Please  do not speak Hungarian.  I did not  yield for that purpose.  ,1988
1770,1119,17,Mr. KONNYU.," That  is  right; but  nevertheless the Peace Treaty of Cen tral America. There are about six key  elements  in  there  that  the  peace  treaty required, a declaration of am nesty for  the guerrilla forces,  it re quired  the  establishment  of  dialog  with all unarmed groups of internal  opposition, and those groups that have  accepted the amnesty; the restoration  of human rights, the repeal of mar shal law or states of emergency. It re quired complete freedom of the press.  That is what he signed. That is what  Ortega signed, and it required freedom  for partisan political activities.  Now that we have recalled what the  peace treaty is all about and we look  at the words of the Speaker, he says,  ""We have  received  clear  testimony  from CIA people that they have delib erately"" -they  meaning  the  CIA  people-""have  deliberately  done  things to provoke an overreaction on  the part of the Government of Nicara gua.""  And what  is  that overreaction all  about? It is about, and again I quote  the Speaker,  this  is  an Associated  Press dispatch, September 20,  1988,  128PET:  It has been foolish of the Sandinistas to  respond to those provocations, Wright said,  referring to the shutting down of opposition  media outlets like the newspaper La Prensa  and Radio Catolica, a church run radio sta tion.  So here we have  the Communist  Government of Nicaragua sign a peace  treaty agreeing to the elements that I  just recited, among them freedom of  the press. Of course, now we have the  Speaker  saying  that we, meaning  through  the CIA, we provoked  the  Government of Nicaragua to such an  extent that they chose to violate the  peace treaty by among other things  shutting down La Prensa,  shutting  down  the radio station, stopping or  disallowing many of the political meet ings that the peace treaty is supposed  to allow.  ",1988
1771,1119,17,Mr. DORNAN of California.," Will the  gentleman pause there 1 minute, be cause this is such an important point  that it bears reflection.  I wanted  the gentleman  that was  just on the floor, the one who has a  district along the beautiful Canadian  border, he is about as far away from  any  refugee problem, people  fleeing  communism  in Central America or  eventually Mexico as any Member can  get. We, on the other hand, are from  California and like Mr. WRIGHT'S State  of Texas and the State of Florida and  the States  inbetween,  the Southern  States, Arizona and New Mexico, we  are going  to  take the financial and  human  tragedy burden of  refugees  fleeing from this area, if several of the  Democrat liberals in this House persist  in making Central America safe for  communism, which  is my  judgment  call, not questioning their patriotism. I  believe sincerely they are making Cen tral America safe for communism.  But let us take this aspect of what  the Communist  regime  in Managua  does to brutalize its people, close down  those newspapers, deny them printer's  ink and paper, and what it does to con stantly shut down, open up temporari ly and shut down for years at a time  all the Catholic and all the commer cial radio stations.  I  just did a  ""Crossfire""  television  show, Mr. Speaker, with the gentle man from Michigan [Mr. BONIOR].  I  said to him and to Tom Braden, one of  the  liberal  left hosts of  that show,  that their arguments were so idiotic,  and JIM WRIGHT'S argument was so  factually  flawed,  although  sincerely  held I am sure, to say that the actions  of the CIA, not proved, however, pro voked this fascist Hitler storm trooper  series of  tactics by  the Communist  government,  that somehow or other  that is our fault.  ",1988
1772,1119,17,Mr. KONNYU.," Mr. Speaker, if the  gentleman will yield, that is precisely  the tragedy in the whole thing, and  the gentleman once again has hit the  nail right on the head.  ",1988
1773,1119,17,Mr. DORNAN of California.," Let me  give the gentleman the analogy that I  used on the air, and again that is a  rush format and this is not, so I will  say it in a more fulsome way.  I said, ""This is a idiotic""-! was ad dressing Braden and  the gentleman  from Michigan [Mr. BONIOR]-""this is  as idiotic as saying Jewish newspapers  caused a sick criminal attitude on Hit ler's part to abuse,  torture, and kill  them.""  Now,  bit.  ",1988
1774,1119,17,Mr. KONNYU.," I will not, of course,  share that analogy with  the gentle man.  let me flesh that out a  little  ",1988
1775,1132,17,Mr. GINGRICH.," Mr. Speaker, will  the gentleman yield?  ",1988
1776,1132,17,Mr. WALKER., I am glad to yield to  the gentleman from Georgia.  ,1988
1777,1132,17,Mr. GINGRICH.," I just want to com ment that I am not sure that most of  our Members and most of the public  can appreciate how serious a violation  we think Speaker WRIGHT has engaged  in and how deeply we take this issue.  There are I think two different areas  we have to look at to understand why  we would charge this as a total betray al of trust. Whether it is a total be trayal of trust because of his lack of  judgment or whether it is a total be trayal of trust because of deliberate  actions, I do not think we know yet.  Let me talk about two areas. First of  all,  if my colleague will continue to  yield, first of all to talk about the con sequences, and second, to talk about  the process.  Even if Speaker WRIGHT had known  something and had been in a position  to  talk about  it,  the human conse quences of what he did this week are  so horrible, the human beings who will  be in prison, the human beings who  lose  their freedom,  the human  beings who will be condemned as trai tors by the Nicaraguan Communists,  the consequences of Speaker WRIGHT'S  behavior in human terms in Nicaragua  in the betrayal of America's friends  and allies, in the granting of cover to  the communist regime,  is absolutely  extraordinary. I do not frankly have  the language for it, because we are not  at war with Nicaragua and the words  one would normally use for this kind  of betrayal of trust are not the correct  words. I am not sure that we have any  language.  In World War II I guess  ""collaborator""  or  ""quisling"" would  have been the closest terms; but let me  walk  through what the Communists  have  done  in Nicaragua with  JIM  WRIGHT'S statement.  This is from Barricada, which is one  of the two Communist newspapers I  want to quote from  this evening. It  says:  will  The only thing that WRIGHT adds to the  evidence, as a footnote, is an official confir mation from Melton's own men.  The Democratic leader said: ""We have ob tained clear testimony from people working  for the CIA, who claim their actions were  purposefully aimed at making the Sandi nista government react strongly.""  Could it be that those U.S. officials are  disguised Sandinista agents who wish to dis credit  the  ""peaceful  opposition?""  This  might serve as the right wing's sole defense.  But extremist rhetoric cannot hide the fact  that  the  provocations  at  El  Calvario,  Masaya, Nandaime-even the very prisoners  that the right wing now wishes to portray as  victims-all fit perfectly into the CIA's plot.  If the right wing now feels devoid of au thority because it has been disqualified as  an alleged national opposition force by the  Americans  themselves,  that  is a problem  they should solve directly with the U.S. Em bassy.  In  other words,  the Communist  newspaper in Managua, is saying it is  JIM WRIGHT who discredits  the pro freedom opposition, that it is Speaker  WRIGHT who has now described  the  CIA plot and that he has disqualified  the pro-freedom forces.  Let me give you a second even more  stunning editorial, which was printed  in Nicaragua by the Communist gov ernment and which appeared yester day. This is from another publication.  I am looking for the title of the publi cation which printed it.  D 2345  ",1988
1778,1132,17,Mr. WALKER.," The gentleman from  Texas [Mr. DELAY] is on the floor. He  was at Nandaime at the time of the  protest that we have been referring to  here and  to which  those editorials  refer, and supposedly the leak of in formation was  that  the CIA was  behind those protests, and I just think  this might be an appropriate time to  ask the gentleman from Texas wheth er or not, being a direct witness to the  situation  there, whether what was  done by the Sandinistas at that time  was something which was provoked by  our CIA.  I yield to the gentleman from Texas  [Mr. DELAY].  ",1988
1779,1132,17,Mr. DELAY.," I thank the gentleman  for yielding.  I  think it is important at this par ticular time to describe what went on  in Nandaime,  and  it  is not  just a  Member from Texas talking, because I  was there with two Democrats and an other Republican, the gentleman from  South Carolina CMr. TALLON], the gen tlewoman  from  Maryland  CMrs.  BYRON], and  the gentlewoman from  Nevada [Mrs. VUCANOVICH] and I went  to  Nicaragua  actually  under  the  premise of  looking at human rights  violations that were being committed  in Nicaragua. We did not even know  that the protest was being planned in  Nandaime when we got there.  When we landed, the embassy was so  upset about what had been going on  for days before our arrival that they  came and wanted to brief us immedi ately about what was going on before  we had a press conference about our  reason for being there. They wanted  to make sure that the propaganda put  out by the Sandinistas that the four of  us were coming there to instigate riots,  the unsettled situation in Nicaragua  and help the opposition.  ",1988
1780,1132,17,Mr. WALKER.," Reclaiming my time,  the Sandinistas were  claiming  that  you, as American Congressmen, were  coming down there to stir up the riots?  ",1988
1781,1132,17,Mr. DELAY.," Absolutely. For a whole  week,  the  Communist  newspapers  were setting up our trip. We did not  even know the Sandinistas even knew  we were coming other than the fact  that we had contacted them 2 or 3  days before we were to arrive, about,  and requested audiences with Daniel  Ortega, Sergio Ramirez, Tomas Borge,  to talk about the violations of human  rights in the prisons, but they set us  up as we were part of Plan Melton,  that we were there to undermine the  Sandinistas and their authorities and  undermine the government and their  paradise in Nicaragua. We were being  set up the whole time before we got  there not knowing there was a march  planned for Nandaime that weekend.  We spent the whole weekend trying to  make sure the world press as well as  the Sandinista press could not tie us to  the demonstration in Nandaime. The  whole weekend we spent, and in fact  we  debated  amongst  ourselves  the  whole weekend about whether to go to  Nandaime even though we were con fronted time and time again by people  in Nicaragua begging us  to come  to  Nandaime because  they knew  if we  showed up  in Nandaime their heads  would not be bashed in. They knew  they would not attack Members of  Congress that were participating in a  march, because  I  participated  in a  march in Leon in December with the  gentleman from Ohio and other Mem bers of Congress. We marched in the  streets of Leon, and they backed off  and had nothing to do with us during  that time.  We consciously knew that we were  being used by the Sandinistas for their  own propaganda, so we worked very  hard to stay away from and not allow  pictures to be taken of us as we were  there.  We were solely there to investigate  the human rights abuses by the Sandi nistas perpetrated on those over 6,000  people who are held in prisons today  in Nicaragua, almost 10 times as many  people as were held by Somoza, but re gardless of that, what we were looking  at was to stay out of Sandinista propa ganda while we  tried  to document  human rights abuses.  As the weekend progressed and as  members of the march were begging  us to appear, we felt like it was not  proper  for us,  and  the embassy,  I  might say, the embassy time and time  again urged us to even forget about  going to Nandaime. They did not want  anyone there in Nandaime, because we  did not want to give any fodder  to  what was going  to happen  in Nan daime.  We got to Sunday morning, and still  as usual the Sandinistas had not given  permission  for  the march at Nan daime. They always wait until the very  last minute to give permission for a  march  trying  to disrupt  the march,  and  they also  finally said we could  meet with a member of the govern ment at the same time of the march  which is rather interesting. We chose  not to meet with the member of the  government.  ",1988
1782,1158,17,Mr. RANGEL.," Mr. Speaker,  In  light of the  great support H.R. 3314, a bill to change the  designs of U.S. circulating coins of which one  reverse will have a theme of the ""Bicentennial  of  the Constitution,""  has garnered  in  the  House with more than 45 percent of its Mem bers  as  cosponsors  and  passage  in  the  Senate for the second time unanimously, it is  my pleasure to submit for the RECORD, an edi torial being published tomorrow in Coin World,  the largest trade publication in the Americas.  Certainly, this article will allay the fears of any  of my esteemed colleagues who have not yet  cosponsored  this historically  important and  timely legislation.  [From Coin World, Sept. 21, 19881  ANNuNZIO WAGES ""DISINFORMATION""  CAMPAIGN  Rarely have we seen a more blatant waste  of taxpayer money and such an obvious dis information campaign as  is  contained  in  Rep. Frank Annunzio's August  ""Report  From Washington.""  EDITORIAL  Annunzio, who chairs the House Banking  Committee's Subcommittee on Consumer  Affairs and Coinage, under the guise of re porting to his more than half a million con stitutents in his suburban Chicago district,  is conducting an opinion poll on redesign of  U.S. circulating Coins.  He has certainly made no secret of his op position to the proposals in Congress which  call for coinage redesign. In fact, during the  last six months Annunzio and Subcommit tee Staff Director Curtis Prins have waged a  relentless campaign of distortion and innu endo through press releases, floor speeches  and tirades published in the Congressional  Record.  So it is not all that surprising that they  would attempt to create a public opinion  survey designed to elicit opposition to the  idea of coinage redesign. What is surprising  is the level of deception and the use of tax payer money to create, print and distribute  the disinformation.  For example,  intentionally  laced  in the  comments (presented in news story format>  accompanying the questions on the survey  is  the  statement,  ""Other proponents of  design changes would remove the national  motto, ""In God We Trust""  from United  States coins.""  First, let us set the record straight. Nei ther S. 1776 nor H.B. 3314-the legislative  proposals calling for redesign of the circu lating coins-has a single word about chang ing or removing any of the legends on U.S.  coins. Nor has a single sponsor or co-sponsor  in the House or the Senate advocated such.  Not a  single witness before  the Senate  EXTENSIONS OF REMARKS  Banking Committee, when  it  conducted  public hearings on S.  1776,  advocated a  change in the legends or removal of any.  Annunzio himself interjected the topic of  removing  the national motto  from coins  when he maliciously  took out of context  statements made by Diane Wolf, a member  of  the Commission of Fine Arts, as  she  made suggestions for simplifying medal de signs for  the Young Astronauts program.  Even though his error has been pointed out  to him, Annunzio has not had the decency  to set the record straight. He seized upon  the misquote concocted by the subcommit tee staff and waged an intense campaign to  discredit Wolf,  the  leading proponent of  coinage redesign. And he continues to use  the threat of removing the national motto  as an emotional whipping boy to arouse op position to redesign.  There are numerous other half truths and  unsubstantiated  statements  presented  as  ""truth"" in Annunzio's comments accompa nying his ""poll."" Among the most glaring is  his observation  that coin design changes  occur most often ""in countries with unset tled political, economic or social conditions.  In stable countries, designs tend to change  infrequently."" Is Annunzio trying to tell us  that all previous coinage design changes in  the United States were a result of unstable  conditions? His assertion is neither support ed by the numismatic history of the United  States nor in the documentation of coinage  design changes in the world at large.  It's a shame  that the chairman of  the  Subcommittee on Consumer Affairs  and  Coinage has chosen to deceive his constitu ents and the public at large. His ""opinion  poll"" should be recognized for what it is and  its results should be summarily disregarded,  regardless of the tally.  Coinage redesign deserves to be discussed  in an intellectually honest atmosphere on  the merits of the issue. The United States of  America deserves nothing less.  TRIBUTE  TO  THE  HIPPLE  CANCER RESEARCH CENTER ""THAT OTHERS MAY LIVE""  HON. BOB McEWEN  OF OHIO  IN THE HOUSE OF REPRESENTATIVES  Thursday, September 22, 1988  Mr. McEWEN. Mr. Speaker, throughout our  history, the people of America have asked our  Government and the private sector to join to gether  for a common  purpose when  that  common cause  is that of providing essential  services to the citizens of our country.  I rise  today to share with my colleagues in the Con gress  the unique and collaborative  research  efforts of the Hipple Cancer Research Center  in Dayton, OH.  The Hipple Cancer Research  is  fighting a  vigorous  and  enlightened  battle  against  cancer on several  fronts, supported by  the  communities of the Greater Miami Valley and  by the Federal Government.  While four out of five of us will have person al experience of cancer, it is doubtful that any  of us will escape being touched by this dis ease through our families and friends. Fighting  cancer,  then,  is of primary importance to us  all, and  the outcome of  this war  is one  in  which we all have a vital stake.  The Cancer Center's Founding Director, Dr.  Martin  J. Murphy,  Jr., brought  the original  September 22, 1988  cancer  research  laboratory  to Dayton  from  Memorial Sloan-Kettering Cancer Center  in  1979 when it became a part of Wright State  University.  It  remained associated with  the  University's School of Medicine until 1985  when it became a free-standing, nonprofit in dependent cancer center, 1 of only 22 in the  United States.  The Center's association with Wright State  was of vital importance as it put down roots in  the community. It still maintains academic ties  and a productive collaboration with the Univer sity.  Since its establishment, the Cancer Center  has grown, and its cancer research programs  have multiplied and  flourished,  thanks to the  Center's partnership with  local communities  and the Federal Government. The mission of  the Cancer Center is stated simply but power fully by the phrase ""that others may live.""  Mr. Speaker, the ultimate goal of cancer re search  is  to bring knowledge gained at  the  laboratory bench to the patient's bedside, and  center scientists are doing just that.  They pioneered the technology of cell clon ing  that made possible  the Human Tumor  Cloning Assay Program  through which area  physicians may call upon the Cancer Center  to aid  them  in  identifying the most effective  anti-cancer drugs  to prescribe  for  their pa tients. Later, other Center scientists broad ened  the scope of the assay by developing  the technology of using glass micro-capillary  tubes in which to clone patient tissue, thereby  serving even more cancer patients.  There is today being used in clinical trials a  hormone  that  regulates  the  production  of  white blood cells.  It is a genespliced version  of a natural substance that was identified and  purified  in a laboratory at the Hipple Cancer  Research Center. It is especially fitting that it  is being prescribed for patients in  the Miami  Valley  for  it was  from  the Miami Valley  that  the funds were contributed to support the re search  that  led  to  its discovery and clinical  use.  In this sense, the good people of Miami  Valley are reaping the fruits of their labor and  generosity.  The Cancer Center pioneered the develop ment of the nonfrozen preservation of human  marrow for transplantation, a technology now  used around  the world, and one which was  used  in  the  treatment of radiation victims of  the Chernobyl nuclear reactor accident.  Another project currently in process at the  Cancer Center is that of a study of interferon  and its action on cancer cells. A Center scien tist has discovered the cancer cell's receptor  that acts as a sort of sentry that can permit or  bar entry of interferon into the cell. By way of  the correct docking site or receptor, interferon  enters a cell and can complete its mission destruction of  the cancer cell. The generic  regulation  of  cancer  cell  receptors  is  the  object of these investigations with the goal of  making  interferon more clinically useful as a  powereful anti-cancer agent. This  research  program  is  funded primarily by  the National  Cancer  Institute assisted  by  support  from  Miami Valley partners of the Cancer Center,  yet another example of a productive partner ship.  The National Cancer Institute is also funding  the work of the Cancer Center's Drug Toxicol",1988
1783,1171,17,Mr. JONES of Tennessee.," Mr. Speaker,  I  rise today to pay tribute to a great lady who  resides in the Eighth Congressional District oi  EXTENSIONS OF REMARKS  Tennessee, but whose influence is felt all over  our great State.  Mrs. Carrie Pentecost is the 93-year-old ma triarch of one of Tennessee's most interesting  political families.  I would  like to have the at tached article, which appeared recently in the  Dresden Enterprise,  included  in  so that others can share the many interesting  tales Mrs. Pentecost relates about her child hood and  into her adult years. Needless  to  say, she has experienced many  things and  seen many changes  in her world during  the  last 93 years and  I think my colleagues will  enjoy the article as much as I did.  the RECORD  MRS. CARRIE: MATRIARCH OF TENNESSEE  POLITICAL CLAN  <By Jim Dumas)  Carrie Pentecost  is a non-assuming and  charming  93-year-old  lady whom  some  people believe to be the matriarch of one of  Tennessee's most interesting political fami lies.  But as a non-yielding Democrat, her role  in shaping the political structure of modem  local and state politics has been timely and  behind the scenes. While her father was a  former high sheriff of Weakley County, and  late husband Rev. Cayce Pentecost a  re spected County Clerk and judge in Weakley  County, her only  son Cayce moved  the  family political niche a step further by win ning first the office of state representative  and then several state-wide runs for public  service commissioner.  Even Gov. Ned Ray McWherter would  become a viable part of Mrs. Carrie's world  as ruler of the state House of Representa tives. But she will be the first to say that  cousin Ned's election as governor of  the  state would have been thought next to im possible when the governor was growing up  in Palmersville and Dresden.  Albert Gore Sr., related to the Pentecosts  through marriage to Pauline LaFon, carried  the dynasty outside of Tennessee borders by  winning first a seat in Congress-then U.S.  Senate-and once considering the vice presi dency of the United States.  Then for several months last year and this  year, Mrs. Carr~'s political kin flirted seri ously with the thought of the White House  as Albert Gore  Jr. <now U.S.  Senator)  became a major candidate for  the Demo cratic nomination for president. He failed,  but carried Super Tuesday and his close  hand campaigning left its mark for future  years.  Confidence has certainly not been lacking  in the life of the Pentecost family, at least  of all, not in Mrs. Carrie. ""I think back to a  long time ago when I was a young student  in  school  and wore  a  cape one day.  I  thought I was so pretty and the center of  attention-capes were so stylish then.""  She is  the daughter of Simpson LaFon,  and enjoyed her first years on a farm near  Palmersville. The good years and closeness  of family are among the lasting qualities,  and even during the uncertain times of the  Great Depression,  the LaFon family was  better off than most of their city brethren  because  there was food  to provide steady  diets. Also  standing out-but  on  lesser  tone-was long hours in the tobacco fields,  and to this day Mrs. Carrie frowns when re membering that her job was to worm and  sucker the plants.  ""Palmersville was a busy, bustling place in  those days and we never had to go  into  Dresden because the town had two or three  dry goods, a drug store, post office, bank  and grocery store . . . Still when we wanted  25051  to buy good clothes and shoes, we took the  horse and buggy or team and wagon over to  Cottage Grove. Rainey Brothers Store had  anything you needed in fashions.""  Mrs. Carrie walked at  least 2 miles  to  school at Palmersville and recalls that her  first teachers included Monte and Chesley  Golston. Even when she passed a  special  test to gain a teaching certificate after com pleting  high  school,  one  thing  hadn't  changed. She  still walked  two miles  to  school. She  taught  in old Webb School  when the principal was Theron Kemp, earn ing $30 a month.  ""There were some good one room or two  room schools in the county then, recalled  Mrs. Pentecost. Palmersville even had a col lege in those days called Mina Normal Col lege, and many of the students boarded at  homes in the community.""  She and Cayce Pentecost Sr. were married  in 1915. ""I'll never forget it, and we took the  vows from Brother J.J. Kirkland, a Primi tive Baptist preacher, while seated  in a  buggy the whole time.""  ""Our honeymoon was  in going back  to  Cayce's home where we had a party and lots  of friends came over.""  In 1927, the couple moved to Dresden and  the Pentecost-LaFon political union grew  more steadfast as Mr. Pentecost was elected  County Court Clerk. Mrs. Carrie worked as  deputy clerk during the years that her hus band served as clerk. Judge Pentecost went  on to be a public servant for 24 years. Other  members of the family-in addition to the  junior Pentecost and Simpson LaFon-who  were  elected  to  political office  included  Whit LaFon, ex-sheriff and currently circuit  judge in Madison County.  ""It was good  little political  fun, but  I  never had any urge to run for any office  myself-we just let our men folks-the ones  most interested, take care of all that. Its  still going on, and we are so proud of Al  Gore Jr. too.''  Mrs. Carrie was born in 1895 while Presi dent  Grover  Cleveland  was  half-way  through his second  term, nevertheless,  it  was two people named Roosevelt-one a Re publican-who would make the first impres sion on her. ""Teddy Roosevelt is the first  president I can really remember. But FDR  <F.D. Roosevelt) was I think the greatest of  them all."" Ironically,  the Stephensons on  Mrs. Carrie's mothers side were Republi cans. ""My mother was a Democrat, and I  still don't know whether she was pressured  into becoming one after she met my father,  or just switched on her own.""  ""While there are some things I wouldn't  want  to go  through again. Walking  two  miles to school is one of them. I wouldn't  take anything for the life we had then.""  ""We were as poor as Jobe's turkey, and I  took many a nap under those large tobacco  plants while working through another day.''  But  for an occasional square dance at  Cane Creek, work was the leading recrea tion for the young folks in the mid 1900's  and 1920's. One person who Mrs. Carrie  looked forward to seeing each morning was  the rural mail carrier, Luther Brann. An  avid reader, she looked forward to reading  the Nashville Tennessean  from  front  to  back. Cayce Pentecost Jr. recalls that his  mother was a determined reader of ""just  anything she could get her hands on, includ ing the World Almanac.""  ""She used to tell us about the intense ex citement when the Titanic sunk, and how  everybody around waited anxiously to hear  more details,"" continued Pentecost, and she  ",1988
1784,1184,17,Mr. PORTER.," Mr. Speaker, the need for vol untary family planning in Africa is greater than  ever. Total population in Africa now stands at  over 600 million people and is doubling every  24 years. The pressure  this growth puts on  the governments, economies and the environ ment of Africa is staggering.  There  is an answer. African governments  who were hostile to voluntary family planning  only 1 O years ago are now overwhelmingly  supportive. The demand  for  family planning  services  is  exploding.  Unfortunately,  the  supply is not keeping up with demand.  When women cannot get access to modern  family planning methods  they  turn  to other  means. Many women in Africa take ""Apiol and  Steel Pills"" or ""Dr. Bonjeans Pills"" to end their  pregnancies. These pills work simply enough.  They contain enough  lead poison  to end a  mother's pregnancy and possibly her life.  Later on today the Foreign Operations Sub committees of  the House and Senate will  have a chance to help stop these practices by  targeting more  family planning assistance  to  Africa. Let's hope  they do. The women of  Africa depend on it.  TRIBUTE TO MRS. YVONNE  GREENLEAF  HON. WILLIAM M. THOMAS  OF CALIFORNIA  IN THE HOUSE OF REPRESENTATIVES  Thrusday, September 22, 1988  ",1988
1785,1184,17,Mr. THOMAS of California.," Mr. Speaker,  rise  today  to extend my congratulations  to  Mrs. Yvonne Greenleaf, of Bakersfield, who  has been named ""Nurse of the Year"" by the  Kern County Registered Nurses' Society.  This is fine and fitting tribute for Mrs. Green leaf from her colleagues inasmuch as she was  selected from a large field of candidates and  nominated by  local organizations and private  citizens. With  Mrs.  Greenleaf's  extensive  background  in nursing, her  long  record of  achievements, and most of all, her kindness  and compassion  in  tending  to suffering pa tients on her rounds,  I know that this honor  will be a source of pride for her, and an inspi ration to her colleagues.  The ""Nurse of the Year"" award is a testa ment to the dedicated work of nurses in Kern  County and throughout the State of California  and  I am proud  to  recognize Mrs. Yvonne  Greenleaf today.  SUMMIT HOTEL-120TH  ANNIVERSARY  HON. MATTHEW J. RINALDO  OF NEW JERSEY  IN THE HOUSE OF REPRESENTATIVES  Thursday, September 22, 1988  ",1988
